SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE_x,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE_x,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,NAME_CONTRACT_TYPE_y,AMT_ANNUITY_y,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE_y,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL

309952,0,Cash loans,M,Y,Y,0,229500.0,135000.0,8757.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-11952,-3208,-1120.0,-4161,14.0,1,1,0,1,0,0,Laborers,1.0,2,2,MONDAY,13,0,0,0,0,1,1,Other,,0.2406792811446295,0.6894791426446275,0.0247,,0.9776,,,0.0,0.1034,0.0417,,,,0.0179,,0.0063,0.0252,,0.9777,,,0.0,0.1034,0.0417,,,,0.0187,,0.0067,0.025,,0.9776,,,0.0,0.1034,0.0417,,,,0.0183,,0.0065,,block of flats,0.0155,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,1554988,Cash loans,,0.0,0.0,,,FRIDAY,14,Y,1,,,,XNA,Canceled,-416,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,

336102,0,Cash loans,F,N,Y,0,135000.0,503266.5,50922.0,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010276,-21349,365243,-12148.0,-4290,,1,0,0,1,0,0,,2.0,2,2,MONDAY,14,0,0,0,0,0,0,XNA,0.8953943593092579,0.6044552454805985,0.6545292802242897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-875.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0,2079111,Revolving loans,2250.0,45000.0,45000.0,,45000.0,THURSDAY,13,Y,1,,,,XAP,Approved,-382,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0

100206,0,Cash loans,M,Y,N,1,157500.0,318528.0,25294.5,252000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-12027,-1720,-3867.0,-4420,12.0,1,1,0,1,1,1,Drivers,3.0,2,2,FRIDAY,8,0,0,0,0,1,1,Business Entity Type 3,,0.1642589058565359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1999386,Consumer loans,8414.145,84150.0,75735.0,8415.0,84150.0,MONDAY,14,Y,1,0.1089090909090909,,,XAP,Approved,-2706,XNA,XAP,,New,Other,POS,XNA,Stone,20,Industry,10.0,low_normal,POS industry with interest,365243.0,-2674.0,-2404.0,-2464.0,-2455.0,0.0

354002,0,Cash loans,F,N,N,1,112500.0,170640.0,9922.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.010276,-15061,-829,-1869.0,-1918,,1,1,0,1,0,0,Cleaning staff,3.0,2,2,TUESDAY,12,0,0,0,1,1,0,Self-employed,,0.311891147249264,0.3280631605201915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1455.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,1165846,Revolving loans,29250.0,585000.0,585000.0,,585000.0,FRIDAY,15,Y,1,,,,XAP,Approved,-599,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,-168.0,0.0

379359,0,Revolving loans,F,N,Y,0,157500.0,337500.0,16875.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.022625,-19468,-12578,-11432.0,-3015,,1,1,0,1,1,0,Medicine staff,1.0,2,2,THURSDAY,9,0,0,0,0,0,0,Medicine,,0.591862197380717,0.6940926425266661,0.0825,0.0804,0.9762,0.6736,0.0079,0.0,0.1379,0.1667,0.2083,0.064,0.0672,0.0703,0.0,0.0,0.084,0.0834,0.9762,0.6864,0.008,0.0,0.1379,0.1667,0.2083,0.0654,0.0735,0.0733,0.0,0.0,0.0833,0.0804,0.9762,0.6779999999999999,0.008,0.0,0.1379,0.1667,0.2083,0.0651,0.0684,0.0716,0.0,0.0,reg oper account,block of flats,0.0594,Panel,No,0.0,0.0,0.0,0.0,-659.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2478548,Cash loans,23406.075,675000.0,767664.0,,675000.0,WEDNESDAY,10,Y,1,,,,Repairs,Approved,-658,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,48.0,low_action,Cash Street: low,365243.0,-627.0,783.0,365243.0,365243.0,0.0
