SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE_x,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE_x,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,NAME_CONTRACT_TYPE_y,AMT_ANNUITY_y,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE_y,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL

430497,1,Cash loans,M,N,Y,1,112500.0,640080.0,24259.5,450000.0,Unaccompanied,Working,Higher education,Married,Municipal apartment,0.009334,-17304,-300,-798.0,-835,,1,1,0,1,0,0,Medicine staff,3.0,2,2,THURSDAY,13,0,0,0,1,1,1,Medicine,,0.2439190867258065,0.4956658291397297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-203.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2575623,Consumer loans,2339.055,28260.0,21168.0,9000.0,28260.0,SUNDAY,17,Y,1,0.3249077891082664,,,XAP,Approved,-2111,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,48,Connectivity,12.0,high,POS mobile with interest,365243.0,-2080.0,-1750.0,-1750.0,-1740.0,0.0

170573,0,Cash loans,F,N,Y,0,148500.0,1255680.0,45234.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-17623,-4705,-3510.0,-1158,,1,1,0,1,0,0,,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.7470031451140018,0.432136285295136,0.4776491548517548,,,0.9826,,,,,,,,,0.1137,,,,,0.9826,,,,,,,,,0.1184,,,,,0.9826,,,,,,,,,0.1157,,,,,0.1061,,No,3.0,0.0,3.0,0.0,-297.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1398329,Consumer loans,14296.185,77310.0,77310.0,0.0,77310.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Refused,-191,Cash through the bank,HC,Unaccompanied,Repeater,Computers,POS,XNA,Regional / Local,150,Consumer electronics,6.0,middle,POS household with interest,,,,,,

354576,0,Cash loans,F,N,Y,0,135000.0,451647.0,31432.5,418500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-19893,365243,-13733.0,-3423,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.6444670522672273,0.6178261467332483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-998.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,5.0,1299135,Consumer loans,8291.925,85500.0,94527.0,0.0,85500.0,FRIDAY,13,Y,1,0.0,,,XAP,Approved,-998,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,2001,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-967.0,-637.0,-637.0,-632.0,0.0

442995,0,Cash loans,M,N,Y,1,112500.0,202914.0,21852.0,202914.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-10340,-1670,-107.0,-3009,,1,1,1,1,1,0,Sales staff,3.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Trade: type 3,,0.6798073335533463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,0.0,-191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2772842,Consumer loans,13141.26,142425.0,128182.5,14242.5,142425.0,SATURDAY,8,Y,1,0.1089090909090909,,,XAP,Approved,-424,XNA,XAP,,Repeater,Furniture,POS,XNA,Stone,43,Furniture,12.0,middle,POS industry with interest,365243.0,-388.0,-58.0,-388.0,-381.0,0.0

363927,1,Cash loans,F,N,Y,0,157500.0,450000.0,21109.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-13795,-2283,-1296.0,-4566,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Transport: type 4,,0.3221411043666356,0.5937175866150576,0.2258,0.0,0.9975,,,0.22,0.1897,0.375,,0.0,,0.1904,,0.0,0.208,0.0,0.9965,,,0.2014,0.1724,0.375,,0.0,,0.1852,,0.0,0.228,0.0,0.9975,,,0.22,0.1897,0.375,,0.0,,0.1938,,0.0,,block of flats,0.1597,Panel,No,1.0,0.0,1.0,0.0,-58.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,8.0,1612315,Cash loans,13027.5,450000.0,450000.0,,450000.0,MONDAY,13,Y,1,,,,Other,Refused,-109,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,

